date,actual,logit_prob,xgb_prob
2013-02-01,0.0,0.040981123169218016,0.026185773
2013-03-01,0.0,0.010039475638527065,0.0021746869
2013-04-01,0.0,0.024045396163292026,0.035849895
2013-05-01,0.0,0.07442538727201464,0.0059456215
2013-06-01,0.0,0.024210560037949847,0.0068448274
2013-07-01,0.0,0.04637297531240585,0.0037173443
2013-08-01,0.0,0.028010849551655462,0.0057163807
2013-09-01,0.0,0.02648376880543046,0.002336326
2013-10-01,0.0,0.13865718082053594,0.005645136
2013-11-01,0.0,0.08384781968013785,0.001329153
2013-12-01,0.0,0.021246495144464955,0.00045342467
2014-01-01,0.0,0.009749323477292446,0.00046993463
2014-02-01,0.0,0.005439410463991644,0.0075673116
2014-03-01,0.0,0.024386120312897195,0.006001994
2014-04-01,0.0,0.0420556728991824,0.0034757126
2014-05-01,0.0,0.004213672766751884,0.0032307657
2014-06-01,0.0,0.0020252326411660977,0.002824675
2014-07-01,0.0,0.0009296452559259881,0.00087709754
2014-08-01,0.0,0.00016307826673136466,0.0010103085
2014-09-01,0.0,0.006678732260207602,0.008004278
2014-10-01,0.0,0.004572557405555367,0.0010460722
2014-11-01,0.0,0.0026900645920142157,0.003990104
2014-12-01,0.0,0.005312767229888472,0.0011013871
2015-01-01,0.0,0.006743008223343179,0.0010854008
2015-02-01,0.0,0.009458171178522587,0.0063125193
2015-03-01,0.0,0.03164301260554437,0.0071923207
2015-04-01,0.0,0.03776390756172251,0.0023403696
2015-05-01,0.0,0.020579313590815277,0.01350673
2015-06-01,0.0,0.156904288137715,0.0012460967
2015-07-01,0.0,0.12855606741597983,0.023196118
2015-08-01,0.0,0.07627085912213616,0.005038135
2015-09-01,0.0,0.05197481919003598,0.0011019019
2015-10-01,0.0,0.02507188655043742,0.0015633397
2015-11-01,0.0,0.16417521355127035,0.025064584
2015-12-01,0.0,0.17095975689767565,0.06438106
2016-01-01,0.0,0.10652890095971347,0.01351107
2016-02-01,0.0,0.3392025314591436,0.4148
2016-03-01,0.0,0.23140897595352564,0.50229067
2016-04-01,0.0,0.05143886272783284,0.003256544
2016-05-01,0.0,0.013476499512783294,0.00038491245
2016-06-01,0.0,0.004295878059996289,0.002790855
2016-07-01,0.0,0.0036874809609327656,0.0008085981
2016-08-01,0.0,0.007166465768372898,0.00030410316
2016-09-01,0.0,0.003551053755733915,0.00032698928
2016-10-01,0.0,0.005019476663425716,0.0009420593
2016-11-01,0.0,0.0049431879633179,0.003668727
2016-12-01,0.0,0.006952687120659376,0.00042050585
2017-01-01,0.0,0.005099439416580089,0.0026590936
2017-02-01,0.0,0.005108107643934084,0.002351636
2017-03-01,0.0,0.0046954955113452605,0.0008043998
2017-04-01,0.0,0.010293911721108917,0.0037939188
2017-05-01,0.0,0.018196124914163093,0.0010920194
2017-06-01,0.0,0.010617405446030848,0.00073709624
2017-07-01,0.0,0.026079218416632625,0.0011276777
2017-08-01,0.0,0.025128190433985734,0.0037987912
2017-09-01,0.0,0.005559878917995288,0.0005480518
2017-10-01,0.0,0.0033974718640786723,0.0003379804
2017-11-01,0.0,0.0021642234704908584,0.0011566872
2017-12-01,0.0,0.002935790650012648,0.00091950555
2018-01-01,0.0,0.0031122287351655654,0.00092734786
2018-02-01,0.0,0.0013322563407462949,0.001233895
2018-03-01,0.0,0.0004534720232757181,0.0009325485
2018-04-01,0.0,0.0002842156097470997,0.0017552543
