,recession_indicator,cli_equal,cli_pca,cli_weighted,recession_prob_cli_equal,recession_prob_cli_weighted,recession_prob_multi
1991-12-01,0.0,-0.2249449829277646,0.347072206761136,-0.3685524465066351,0.5315000511613559,0.5567932448676075,0.07181567325676214
1992-01-01,0.0,-0.2991837148498761,0.7070006359754839,-0.4437868031108266,0.5487527633393752,0.5732147572405282,0.2384879979859001
1992-02-01,0.0,-0.1949889139666087,0.4519300969973795,-0.3697714012092836,0.5245146669436325,0.5570604001412689,0.3786374544327201
1992-03-01,0.0,0.0112211382425316,-0.1261315801075538,-0.1442379988637852,0.476314302363473,0.5072308094801223,0.2035334167696221
1992-04-01,0.0,0.4348310521227304,-0.612603739964557,0.3906216652901468,0.3796141455061592,0.3902817229565182,0.09057045163124434
1992-05-01,0.0,0.0503470450794601,-0.3128051839415511,0.169482362235193,0.4671912260008497,0.43789341972870494,0.08442930710982394
1992-06-01,0.0,0.1926375982155132,-0.8035546258081178,0.2562791890581552,0.43424175067517484,0.41901762886688987,0.0814417167433221
1992-07-01,0.0,0.0391170250816336,-0.6543386496632079,0.1298419892505494,0.46980778045671295,0.44657768639728357,0.036573957070730655
1992-08-01,0.0,-0.2565421556501331,-0.2996044064510013,-0.2669788196750536,0.5388547120124563,0.5344308221334491,0.08478432048786588
1992-09-01,0.0,-0.1306561151613687,-0.1826666752230002,-0.2149710841376584,0.5094841226608918,0.5229212229980701,0.08714378209019134
1992-10-01,0.0,-0.1757592348155881,0.2806948949845479,-0.2629882718856883,0.5200253100076656,0.5335488326990374,0.04225694150228764
1992-11-01,0.0,-0.1268866352111423,0.3736268472951554,-0.2784094496201053,0.5086026340836987,0.5369560057926952,0.018500793900392297
1992-12-01,0.0,0.1908681033262619,-0.3364882619813978,0.241031834781032,0.43464856517355926,0.4223179959673103,0.012863368001044853
1993-01-01,0.0,0.3359762461020192,-0.7314383666125431,0.4558166186560213,0.40162767882627143,0.37659331321137707,0.01136781593893751
1993-02-01,0.0,0.0840787600302433,-0.427532644910538,0.2291251852507697,0.4593432727592464,0.4249000984246605,0.15013056026612087
1993-03-01,0.0,0.087139152025397,0.0052944843927297,0.1405622765200482,0.45863218595116895,0.4442256795832683,0.08578707420641667
1993-04-01,0.0,-0.1701646531089356,0.5316512269237502,-0.0536825125397582,0.5187185602558831,0.4871266917084332,0.08476577784061856
1993-05-01,0.0,0.0638323136585524,0.2041449028408117,0.0647149705755583,0.46405160243030463,0.4609140884002374,0.06363341685078278
1993-06-01,0.0,0.0761657368615527,0.799969101829754,-0.011624089904482,0.4611826365371359,0.47779955517131706,0.029070746135910534
1993-07-01,0.0,0.0743273781594464,0.6944280722826356,0.010889839079611,0.46161011193733814,0.4728126667340257,0.08080427463774346
1993-08-01,0.0,-0.0492651216054346,1.2906379472877578,-0.15886437523069,0.4904469988943462,0.5104775054090219,0.08893868555666666
1993-09-01,0.0,0.0539847411287345,0.7934665182537032,-0.0172480445641797,0.4663440356753181,0.479046004563685,0.051869678401053804
1993-10-01,0.0,-0.1101116298852373,0.5899052337024957,-0.216352699985792,0.5046792459461078,0.5232273516667933,0.11387250315734083
1993-11-01,0.0,-0.0437153170844129,0.2036960258187964,-0.1286572542740471,0.48914929962219644,0.5037716028170587,0.22034305256604422
